Year,State,Ag District,County,corn_yield,soybeans_yield,wheat_yield
2016,ILLINOIS,EAST SOUTHEAST,EDGAR,193.4,65.0,
2016,ILLINOIS,EAST SOUTHEAST,EFFINGHAM,162.2,58.2,70.2
2016,ILLINOIS,EAST SOUTHEAST,FAYETTE,163.0,55.6,
2016,ILLINOIS,EAST SOUTHEAST,JASPER,165.3,58.1,70.2
2016,ILLINOIS,EAST SOUTHEAST,MARION,144.8,53.3,69.5
2016,ILLINOIS,EAST SOUTHEAST,MOULTRIE,207.9,68.5,
2016,ILLINOIS,EAST SOUTHEAST,RICHLAND,147.0,51.8,72.0
2016,ILLINOIS,EAST SOUTHEAST,SHELBY,185.7,57.5,77.7
2016,ILLINOIS,NORTHEAST,BOONE,197.5,62.3,92.3
2016,ILLINOIS,NORTHEAST,COOK,170.0,,
2016,ILLINOIS,NORTHEAST,DE KALB,215.6,67.5,94.2
2016,ILLINOIS,NORTHEAST,GRUNDY,212.4,58.0,
2016,ILLINOIS,NORTHEAST,KANE,210.8,64.5,84.0
2016,ILLINOIS,NORTHEAST,KENDALL,206.8,,
2016,ILLINOIS,NORTHEAST,LA SALLE,205.6,61.2,
2016,ILLINOIS,NORTHEAST,LAKE,154.8,52.5,79.8
2016,ILLINOIS,NORTHEAST,MCHENRY,199.8,59.1,91.8
2016,ILLINOIS,NORTHWEST,BUREAU,203.9,64.2,
2016,ILLINOIS,NORTHWEST,CARROLL,231.9,69.0,90.7
2016,ILLINOIS,NORTHWEST,HENRY,207.9,61.4,90.9
2016,ILLINOIS,NORTHWEST,JO DAVIESS,204.9,60.6,79.4
2016,ILLINOIS,NORTHWEST,LEE,200.9,60.8,79.9
2016,ILLINOIS,NORTHWEST,MERCER,213.5,59.9,
2016,ILLINOIS,NORTHWEST,OGLE,225.9,65.6,84.2
2016,ILLINOIS,NORTHWEST,PUTNAM,218.1,63.3,81.0
2016,ILLINOIS,NORTHWEST,ROCK ISLAND,210.8,58.0,
2016,ILLINOIS,NORTHWEST,STEPHENSON,211.2,66.3,92.8
2016,ILLINOIS,NORTHWEST,WHITESIDE,199.0,60.8,
2016,ILLINOIS,NORTHWEST,WINNEBAGO,193.9,58.7,74.2
2016,ILLINOIS,SOUTHEAST,EDWARDS,141.6,47.7,71.4
2016,ILLINOIS,SOUTHEAST,FRANKLIN,115.6,45.2,72.2
2016,ILLINOIS,SOUTHEAST,GALLATIN,159.4,48.4,79.8
2016,ILLINOIS,SOUTHEAST,HAMILTON,123.5,46.1,
2016,ILLINOIS,SOUTHEAST,JEFFERSON,121.8,48.4,
2016,ILLINOIS,SOUTHEAST,MASSAC,138.7,47.5,65.0
2016,ILLINOIS,SOUTHEAST,POPE,127.3,35.1,
2016,ILLINOIS,SOUTHEAST,SALINE,136.6,46.8,70.0
2016,ILLINOIS,SOUTHEAST,WABASH,156.4,55.2,78.6
2016,ILLINOIS,SOUTHEAST,WHITE,135.2,47.0,76.2
2016,ILLINOIS,SOUTHWEST,ALEXANDER,131.5,38.4,44.5
2016,ILLINOIS,SOUTHWEST,CLINTON,154.9,54.1,76.4
2016,ILLINOIS,SOUTHWEST,JACKSON,136.7,,
2016,ILLINOIS,SOUTHWEST,JOHNSON,93.9,,
2016,ILLINOIS,SOUTHWEST,MONROE,149.2,48.4,73.4
2016,ILLINOIS,SOUTHWEST,PERRY,112.6,48.0,
2016,ILLINOIS,SOUTHWEST,PULASKI,141.5,44.4,79.6
2016,ILLINOIS,SOUTHWEST,RANDOLPH,135.1,50.0,77.9
2016,ILLINOIS,SOUTHWEST,ST CLAIR,159.2,52.4,77.9
2016,ILLINOIS,SOUTHWEST,UNION,115.8,43.8,
2016,ILLINOIS,SOUTHWEST,WASHINGTON,140.3,48.8,74.6
2016,ILLINOIS,SOUTHWEST,WILLIAMSON,107.8,42.5,
2016,ILLINOIS,WEST,ADAMS,193.1,56.8,69.6
2016,ILLINOIS,WEST,BROWN,182.3,52.0,
2016,ILLINOIS,WEST,FULTON,195.1,56.4,
2016,ILLINOIS,WEST,HANCOCK,207.6,63.7,
2016,ILLINOIS,WEST,HENDERSON,207.0,57.8,
2016,ILLINOIS,WEST,KNOX,223.3,63.6,80.0
2016,ILLINOIS,WEST,MCDONOUGH,212.2,62.5,64.4
2016,ILLINOIS,WEST,SCHUYLER,186.5,56.9,66.1
2016,ILLINOIS,WEST,WARREN,229.2,62.6,
2016,ILLINOIS,WEST SOUTHWEST,CASS,202.3,62.4,70.8
2016,ILLINOIS,WEST SOUTHWEST,CHRISTIAN,203.2,62.9,74.4
2016,ILLINOIS,WEST SOUTHWEST,GREENE,186.9,62.5,67.2
2016,ILLINOIS,WEST SOUTHWEST,JERSEY,175.6,55.3,76.6
2016,ILLINOIS,WEST SOUTHWEST,MACOUPIN,199.2,63.4,
2016,ILLINOIS,WEST SOUTHWEST,MADISON,172.0,54.7,73.1
2016,ILLINOIS,WEST SOUTHWEST,MONTGOMERY,196.9,61.5,
2016,ILLINOIS,WEST SOUTHWEST,MORGAN,205.6,60.4,74.5
2016,ILLINOIS,WEST SOUTHWEST,PIKE,181.7,58.1,66.1
2016,ILLINOIS,WEST SOUTHWEST,SANGAMON,222.1,66.2,
2016,ILLINOIS,WEST SOUTHWEST,SCOTT,193.3,57.9,
2015,ILLINOIS,CENTRAL,DE WITT,207.8,63.4,
2015,ILLINOIS,CENTRAL,LOGAN,172.8,56.6,
2015,ILLINOIS,CENTRAL,MACON,207.5,67.4,70.0
2015,ILLINOIS,CENTRAL,MARSHALL,198.4,60.1,61.3
2015,ILLINOIS,CENTRAL,MASON,161.5,51.4,75.3
2015,ILLINOIS,CENTRAL,MCLEAN,199.2,64.6,
2015,ILLINOIS,CENTRAL,MENARD,188.2,60.0,80.0
2015,ILLINOIS,CENTRAL,PEORIA,185.9,60.7,57.0
2015,ILLINOIS,CENTRAL,STARK,210.9,62.6,
2015,ILLINOIS,CENTRAL,TAZEWELL,182.5,60.4,73.3
2015,ILLINOIS,CENTRAL,WOODFORD,201.0,63.4,61.9
2015,ILLINOIS,EAST,CHAMPAIGN,189.4,64.0,88.8
2015,ILLINOIS,EAST,FORD,160.8,58.6,
2015,ILLINOIS,EAST,IROQUOIS,123.3,52.1,64.3
2015,ILLINOIS,EAST,KANKAKEE,92.5,45.6,
2015,ILLINOIS,EAST,LIVINGSTON,185.9,59.5,62.5
2015,ILLINOIS,EAST,PIATT,220.5,73.1,
2015,ILLINOIS,EAST,VERMILION,168.0,61.2,86.5
2015,ILLINOIS,EAST SOUTHEAST,CLARK,164.7,60.1,70.0
2015,ILLINOIS,EAST SOUTHEAST,CLAY,131.2,46.1,57.7
2015,ILLINOIS,EAST SOUTHEAST,COLES,188.5,62.3,
2015,ILLINOIS,EAST SOUTHEAST,CRAWFORD,144.1,51.0,53.2
2015,ILLINOIS,EAST SOUTHEAST,CUMBERLAND,163.7,58.6,76.0
2015,ILLINOIS,EAST SOUTHEAST,DOUGLAS,209.1,67.0,
2015,ILLINOIS,EAST SOUTHEAST,EDGAR,180.1,58.2,
2015,ILLINOIS,EAST SOUTHEAST,EFFINGHAM,147.4,52.8,61.2
2015,ILLINOIS,EAST SOUTHEAST,FAYETTE,154.4,50.4,
2015,ILLINOIS,EAST SOUTHEAST,JASPER,155.1,53.1,66.0
2015,ILLINOIS,EAST SOUTHEAST,LAWRENCE,160.1,50.8,62.7
2015,ILLINOIS,EAST SOUTHEAST,MARION,147.5,48.1,72.3
2015,ILLINOIS,EAST SOUTHEAST,MOULTRIE,206.2,64.8,58.9
2015,ILLINOIS,EAST SOUTHEAST,RICHLAND,143.3,48.0,69.6
2015,ILLINOIS,EAST SOUTHEAST,SHELBY,175.6,59.6,
2015,ILLINOIS,NORTHEAST,BOONE,201.1,58.1,81.4
2015,ILLINOIS,NORTHEAST,DE KALB,182.9,61.2,79.8
2015,ILLINOIS,NORTHEAST,GRUNDY,164.1,53.2,60.5
2015,ILLINOIS,NORTHEAST,KANE,184.0,57.4,72.1
2015,ILLINOIS,NORTHEAST,LA SALLE,178.4,58.1,
2015,ILLINOIS,NORTHEAST,LAKE,155.6,44.0,72.7
2015,ILLINOIS,NORTHEAST,MCHENRY,186.8,55.9,69.4
2015,ILLINOIS,NORTHEAST,WILL,159.9,49.8,
2015,ILLINOIS,NORTHWEST,BUREAU,196.8,60.2,
2015,ILLINOIS,NORTHWEST,CARROLL,204.2,63.6,71.3
2015,ILLINOIS,NORTHWEST,HENRY,193.2,59.4,
2015,ILLINOIS,NORTHWEST,JO DAVIESS,183.2,55.3,
2015,ILLINOIS,NORTHWEST,LEE,188.4,60.5,62.5
2015,ILLINOIS,NORTHWEST,MERCER,205.7,59.3,
2015,ILLINOIS,NORTHWEST,OGLE,186.6,60.2,75.9
2015,ILLINOIS,NORTHWEST,PUTNAM,186.3,60.0,
2015,ILLINOIS,NORTHWEST,ROCK ISLAND,193.7,58.2,52.9
2015,ILLINOIS,NORTHWEST,STEPHENSON,192.5,59.9,75.2
2015,ILLINOIS,NORTHWEST,WHITESIDE,184.0,60.7,65.6
2015,ILLINOIS,NORTHWEST,WINNEBAGO,184.8,54.9,70.9
2015,ILLINOIS,SOUTHEAST,FRANKLIN,149.4,45.9,68.1
2015,ILLINOIS,SOUTHEAST,GALLATIN,167.5,51.6,71.7
2015,ILLINOIS,SOUTHEAST,JEFFERSON,125.4,42.1,
2015,ILLINOIS,SOUTHEAST,MASSAC,171.4,50.2,59.8
2015,ILLINOIS,SOUTHEAST,POPE,164.1,48.2,
2015,ILLINOIS,SOUTHEAST,SALINE,172.1,,63.9
2015,ILLINOIS,SOUTHEAST,WABASH,159.8,49.1,54.1
2015,ILLINOIS,SOUTHEAST,WHITE,171.3,47.7,71.9
2015,ILLINOIS,SOUTHWEST,CLINTON,162.2,48.0,59.7
2015,ILLINOIS,SOUTHWEST,MONROE,169.7,44.7,64.1
2015,ILLINOIS,SOUTHWEST,PERRY,144.7,42.9,56.4
2015,ILLINOIS,SOUTHWEST,PULASKI,152.2,46.1,
2015,ILLINOIS,SOUTHWEST,RANDOLPH,141.0,41.7,68.5
2015,ILLINOIS,SOUTHWEST,ST CLAIR,158.3,45.8,65.9
2015,ILLINOIS,SOUTHWEST,WASHINGTON,151.9,43.5,68.4
2015,ILLINOIS,SOUTHWEST,WILLIAMSON,164.9,46.0,
2015,ILLINOIS,WEST,ADAMS,158.1,52.1,
2015,ILLINOIS,WEST,BROWN,157.2,49.0,54.2
2015,ILLINOIS,WEST,FULTON,170.5,56.0,
2015,ILLINOIS,WEST,HANCOCK,180.3,56.2,
2015,ILLINOIS,WEST,HENDERSON,191.9,57.3,74.8
2015,ILLINOIS,WEST,KNOX,205.9,63.2,74.3
2015,ILLINOIS,WEST,MCDONOUGH,175.8,59.7,
2015,ILLINOIS,WEST,SCHUYLER,159.5,53.2,54.5
2015,ILLINOIS,WEST,WARREN,202.0,60.5,50.8
2015,ILLINOIS,WEST SOUTHWEST,BOND,159.9,48.5,
2015,ILLINOIS,WEST SOUTHWEST,CALHOUN,154.9,55.2,
2015,ILLINOIS,WEST SOUTHWEST,CASS,182.2,60.0,
2015,ILLINOIS,WEST SOUTHWEST,CHRISTIAN,189.7,60.2,69.5
2015,ILLINOIS,WEST SOUTHWEST,GREENE,150.5,55.9,60.6
2015,ILLINOIS,WEST SOUTHWEST,JERSEY,159.0,53.7,
2015,ILLINOIS,WEST SOUTHWEST,MACOUPIN,152.5,55.0,60.2
2015,ILLINOIS,WEST SOUTHWEST,MADISON,169.8,55.1,64.3
2015,ILLINOIS,WEST SOUTHWEST,MONTGOMERY,169.8,56.6,68.3
2015,ILLINOIS,WEST SOUTHWEST,MORGAN,180.0,58.1,72.0
2015,ILLINOIS,WEST SOUTHWEST,PIKE,133.9,47.7,53.2
2015,ILLINOIS,WEST SOUTHWEST,SANGAMON,183.5,60.7,64.9
2015,ILLINOIS,WEST SOUTHWEST,SCOTT,149.2,50.7,55.1
2014,ILLINOIS,CENTRAL,DE WITT,221.0,63.5,
2014,ILLINOIS,CENTRAL,LOGAN,230.8,63.8,
2014,ILLINOIS,CENTRAL,MACON,236.0,67.4,
2014,ILLINOIS,CENTRAL,MARSHALL,207.3,60.5,74.4
2014,ILLINOIS,CENTRAL,MASON,195.7,53.2,49.6
2014,ILLINOIS,CENTRAL,MCLEAN,218.3,63.2,
2014,ILLINOIS,CENTRAL,MENARD,222.7,60.2,
2014,ILLINOIS,CENTRAL,PEORIA,208.1,57.3,
2014,ILLINOIS,CENTRAL,STARK,207.1,57.9,
2014,ILLINOIS,CENTRAL,TAZEWELL,224.4,61.0,59.0
2014,ILLINOIS,CENTRAL,WOODFORD,217.5,61.4,56.1
2014,ILLINOIS,EAST,CHAMPAIGN,216.5,63.8,80.0
2014,ILLINOIS,EAST,FORD,201.1,58.3,
2014,ILLINOIS,EAST,IROQUOIS,186.2,57.1,74.0
2014,ILLINOIS,EAST,KANKAKEE,174.3,53.5,
2014,ILLINOIS,EAST,LIVINGSTON,211.6,58.6,69.6
2014,ILLINOIS,EAST,PIATT,235.2,69.3,
2014,ILLINOIS,EAST,VERMILION,204.0,62.6,75.8
2014,ILLINOIS,EAST SOUTHEAST,CLARK,198.1,57.2,77.5
2014,ILLINOIS,EAST SOUTHEAST,CLAY,173.1,48.2,
2014,ILLINOIS,EAST SOUTHEAST,COLES,212.6,60.4,75.0
2014,ILLINOIS,EAST SOUTHEAST,CRAWFORD,184.7,50.2,64.6
2014,ILLINOIS,EAST SOUTHEAST,CUMBERLAND,196.1,55.0,67.3
2014,ILLINOIS,EAST SOUTHEAST,DOUGLAS,224.0,65.8,68.6
2014,ILLINOIS,EAST SOUTHEAST,EDGAR,201.5,61.4,75.0
2014,ILLINOIS,EAST SOUTHEAST,EFFINGHAM,196.4,58.8,73.1
2014,ILLINOIS,EAST SOUTHEAST,FAYETTE,180.3,49.8,
2014,ILLINOIS,EAST SOUTHEAST,JASPER,185.4,55.3,63.7
2014,ILLINOIS,EAST SOUTHEAST,LAWRENCE,177.4,45.1,66.9
2014,ILLINOIS,EAST SOUTHEAST,MARION,183.8,50.6,65.7
2014,ILLINOIS,EAST SOUTHEAST,MOULTRIE,223.3,63.6,
2014,ILLINOIS,EAST SOUTHEAST,RICHLAND,181.1,51.9,64.9
2014,ILLINOIS,EAST SOUTHEAST,SHELBY,206.4,56.5,76.1
2014,ILLINOIS,NORTHEAST,BOONE,191.4,57.4,74.2
2014,ILLINOIS,NORTHEAST,DE KALB,194.1,60.0,76.1
2014,ILLINOIS,NORTHEAST,GRUNDY,205.1,58.3,59.5
2014,ILLINOIS,NORTHEAST,KANE,185.6,57.1,70.3
2014,ILLINOIS,NORTHEAST,LA SALLE,197.9,60.4,
2014,ILLINOIS,NORTHEAST,LAKE,151.2,45.0,
2014,ILLINOIS,NORTHEAST,MCHENRY,184.3,56.0,71.0
2014,ILLINOIS,NORTHEAST,WILL,178.6,56.4,73.5
2014,ILLINOIS,NORTHWEST,BUREAU,196.0,59.9,
2014,ILLINOIS,NORTHWEST,CARROLL,196.1,60.4,70.1
2014,ILLINOIS,NORTHWEST,HENRY,194.2,57.2,
2014,ILLINOIS,NORTHWEST,JO DAVIESS,183.2,55.8,
2014,ILLINOIS,NORTHWEST,LEE,181.6,59.1,
2014,ILLINOIS,NORTHWEST,MERCER,193.5,57.0,
2014,ILLINOIS,NORTHWEST,OGLE,193.4,60.2,73.8
2014,ILLINOIS,NORTHWEST,PUTNAM,194.8,59.7,
2014,ILLINOIS,NORTHWEST,ROCK ISLAND,185.8,55.3,
2014,ILLINOIS,NORTHWEST,STEPHENSON,192.6,57.2,73.6
2014,ILLINOIS,NORTHWEST,WHITESIDE,184.6,58.7,
2014,ILLINOIS,NORTHWEST,WINNEBAGO,190.4,52.6,68.3
2014,ILLINOIS,SOUTHEAST,FRANKLIN,160.3,44.4,67.1
2014,ILLINOIS,SOUTHEAST,GALLATIN,187.6,49.9,75.2
2014,ILLINOIS,SOUTHEAST,JEFFERSON,165.2,45.5,
2014,ILLINOIS,SOUTHEAST,MASSAC,163.2,45.3,52.3
2014,ILLINOIS,SOUTHEAST,POPE,160.1,,
2014,ILLINOIS,SOUTHEAST,SALINE,176.7,46.3,58.2
2014,ILLINOIS,SOUTHEAST,WABASH,180.0,51.8,61.0
2014,ILLINOIS,SOUTHEAST,WAYNE,184.8,51.1,65.2
2014,ILLINOIS,SOUTHEAST,WHITE,196.4,49.7,58.9
2014,ILLINOIS,SOUTHWEST,ALEXANDER,192.8,,45.3
2014,ILLINOIS,SOUTHWEST,CLINTON,192.7,51.6,66.7
2014,ILLINOIS,SOUTHWEST,JACKSON,169.2,46.9,66.4
2014,ILLINOIS,SOUTHWEST,JOHNSON,142.3,40.0,67.1
2014,ILLINOIS,SOUTHWEST,MONROE,181.4,46.8,73.7
2014,ILLINOIS,SOUTHWEST,PERRY,146.1,41.0,60.7
2014,ILLINOIS,SOUTHWEST,PULASKI,177.7,46.6,63.8
2014,ILLINOIS,SOUTHWEST,RANDOLPH,181.4,45.4,74.4
2014,ILLINOIS,SOUTHWEST,ST CLAIR,173.0,49.2,69.2
2014,ILLINOIS,SOUTHWEST,UNION,185.9,,54.5
2014,ILLINOIS,SOUTHWEST,WASHINGTON,184.3,47.8,70.9
2014,ILLINOIS,SOUTHWEST,WILLIAMSON,161.6,42.0,46.8
2014,ILLINOIS,WEST,ADAMS,202.4,50.7,
2014,ILLINOIS,WEST,BROWN,196.6,51.0,55.6
2014,ILLINOIS,WEST,FULTON,198.2,52.5,
2014,ILLINOIS,WEST,HANCOCK,218.5,52.1,64.2
2014,ILLINOIS,WEST,HENDERSON,207.9,52.7,
2014,ILLINOIS,WEST,KNOX,201.4,57.1,63.3
2014,ILLINOIS,WEST,MCDONOUGH,211.6,54.4,
2014,ILLINOIS,WEST,SCHUYLER,204.1,52.4,59.4
2014,ILLINOIS,WEST,WARREN,216.1,57.5,
2014,ILLINOIS,WEST SOUTHWEST,BOND,182.1,50.2,68.0
2014,ILLINOIS,WEST SOUTHWEST,CALHOUN,198.2,47.4,
2014,ILLINOIS,WEST SOUTHWEST,CASS,208.3,53.5,
2014,ILLINOIS,WEST SOUTHWEST,CHRISTIAN,217.8,58.0,67.6
2014,ILLINOIS,WEST SOUTHWEST,GREENE,198.8,53.7,
2014,ILLINOIS,WEST SOUTHWEST,JERSEY,199.9,50.7,67.1
2014,ILLINOIS,WEST SOUTHWEST,MACOUPIN,199.5,58.0,67.5
2014,ILLINOIS,WEST SOUTHWEST,MADISON,191.6,52.7,74.5
2014,ILLINOIS,WEST SOUTHWEST,MONTGOMERY,205.1,57.4,74.3
2014,ILLINOIS,WEST SOUTHWEST,MORGAN,223.3,59.2,76.3
2014,ILLINOIS,WEST SOUTHWEST,PIKE,199.5,50.4,68.6
2014,ILLINOIS,WEST SOUTHWEST,SANGAMON,226.8,63.3,75.0
2014,ILLINOIS,WEST SOUTHWEST,SCOTT,201.7,54.6,76.9
2013,ILLINOIS,CENTRAL,LOGAN,198.1,57.6,
2013,ILLINOIS,CENTRAL,MACON,192.7,56.5,
2013,ILLINOIS,CENTRAL,MARSHALL,191.2,54.0,57.5
2013,ILLINOIS,CENTRAL,MASON,163.3,50.4,49.2
2013,ILLINOIS,CENTRAL,MCLEAN,188.6,57.7,57.0
2013,ILLINOIS,CENTRAL,PEORIA,180.5,51.0,76.4
2013,ILLINOIS,CENTRAL,STARK,192.4,57.2,
2013,ILLINOIS,CENTRAL,TAZEWELL,177.1,54.6,
2013,ILLINOIS,CENTRAL,WOODFORD,192.3,56.9,61.1
2013,ILLINOIS,EAST,CHAMPAIGN,168.1,53.6,
2013,ILLINOIS,EAST,FORD,164.0,48.7,
2013,ILLINOIS,EAST,IROQUOIS,174.4,49.2,78.0
2013,ILLINOIS,EAST,KANKAKEE,172.1,47.0,69.7
2013,ILLINOIS,EAST,LIVINGSTON,179.1,56.3,
2013,ILLINOIS,EAST,PIATT,187.4,58.2,
2013,ILLINOIS,EAST,VERMILION,176.9,54.2,65.0
2013,ILLINOIS,EAST SOUTHEAST,CLAY,153.5,40.7,61.2
2013,ILLINOIS,EAST SOUTHEAST,COLES,182.2,57.1,55.3
2013,ILLINOIS,EAST SOUTHEAST,CRAWFORD,154.1,47.5,65.8
2013,ILLINOIS,EAST SOUTHEAST,CUMBERLAND,171.6,49.9,56.8
2013,ILLINOIS,EAST SOUTHEAST,DOUGLAS,187.1,52.1,72.0
2013,ILLINOIS,EAST SOUTHEAST,EDGAR,186.4,57.8,67.7
2013,ILLINOIS,EAST SOUTHEAST,EFFINGHAM,172.4,46.0,62.3
2013,ILLINOIS,EAST SOUTHEAST,FAYETTE,161.8,44.3,
2013,ILLINOIS,EAST SOUTHEAST,JASPER,151.0,41.1,59.9
2013,ILLINOIS,EAST SOUTHEAST,MARION,159.7,42.5,
2013,ILLINOIS,EAST SOUTHEAST,MOULTRIE,181.1,57.0,68.0
2013,ILLINOIS,EAST SOUTHEAST,RICHLAND,147.7,37.2,71.9
2013,ILLINOIS,EAST SOUTHEAST,SHELBY,178.2,49.0,
2013,ILLINOIS,NORTHEAST,BOONE,179.9,52.5,69.5
2013,ILLINOIS,NORTHEAST,DE KALB,193.8,59.6,70.2
2013,ILLINOIS,NORTHEAST,GRUNDY,192.2,57.5,
2013,ILLINOIS,NORTHEAST,KANE,191.7,57.0,
2013,ILLINOIS,NORTHEAST,KENDALL,182.2,51.8,70.8
2013,ILLINOIS,NORTHEAST,LA SALLE,186.8,55.5,68.8
2013,ILLINOIS,NORTHEAST,LAKE,153.7,,53.3
2013,ILLINOIS,NORTHEAST,MCHENRY,160.6,49.9,69.1
2013,ILLINOIS,NORTHEAST,WILL,149.1,46.7,
2013,ILLINOIS,NORTHWEST,BUREAU,185.9,56.3,
2013,ILLINOIS,NORTHWEST,CARROLL,199.6,57.9,82.2
2013,ILLINOIS,NORTHWEST,HENRY,184.5,55.2,61.0
2013,ILLINOIS,NORTHWEST,JO DAVIESS,175.5,49.7,
2013,ILLINOIS,NORTHWEST,LEE,171.3,53.8,73.4
2013,ILLINOIS,NORTHWEST,MERCER,177.1,48.3,58.3
2013,ILLINOIS,NORTHWEST,OGLE,189.6,54.2,75.8
2013,ILLINOIS,NORTHWEST,PUTNAM,187.2,56.3,
2013,ILLINOIS,NORTHWEST,ROCK ISLAND,182.3,46.7,
2013,ILLINOIS,NORTHWEST,STEPHENSON,182.0,55.8,78.9
2013,ILLINOIS,NORTHWEST,WHITESIDE,179.8,50.5,64.7
2013,ILLINOIS,NORTHWEST,WINNEBAGO,173.2,52.7,70.0
2013,ILLINOIS,SOUTHEAST,EDWARDS,154.2,43.7,70.0
2013,ILLINOIS,SOUTHEAST,FRANKLIN,164.3,41.4,75.8
2013,ILLINOIS,SOUTHEAST,GALLATIN,188.7,48.0,84.0
2013,ILLINOIS,SOUTHEAST,HAMILTON,175.1,42.3,83.8
2013,ILLINOIS,SOUTHEAST,JEFFERSON,153.0,38.6,
2013,ILLINOIS,SOUTHEAST,MASSAC,170.7,50.4,
2013,ILLINOIS,SOUTHEAST,SALINE,171.3,47.0,
2013,ILLINOIS,SOUTHEAST,WABASH,161.5,46.7,72.9
2013,ILLINOIS,SOUTHEAST,WAYNE,154.0,42.3,65.7
2013,ILLINOIS,SOUTHEAST,WHITE,187.1,44.4,76.7
2013,ILLINOIS,SOUTHWEST,CLINTON,162.2,39.8,72.5
2013,ILLINOIS,SOUTHWEST,JACKSON,172.7,39.5,69.4
2013,ILLINOIS,SOUTHWEST,JOHNSON,154.4,,
2013,ILLINOIS,SOUTHWEST,MONROE,147.0,33.4,63.8
2013,ILLINOIS,SOUTHWEST,PERRY,136.1,34.0,58.8
2013,ILLINOIS,SOUTHWEST,PULASKI,169.9,45.1,68.2
2013,ILLINOIS,SOUTHWEST,ST CLAIR,158.5,39.8,64.4
2013,ILLINOIS,SOUTHWEST,UNION,162.3,46.2,50.1
2013,ILLINOIS,SOUTHWEST,WASHINGTON,160.6,36.8,77.0
2013,ILLINOIS,SOUTHWEST,WILLIAMSON,173.5,43.5,
2013,ILLINOIS,WEST,ADAMS,153.3,43.6,42.1
2013,ILLINOIS,WEST,BROWN,176.2,48.1,51.4
2013,ILLINOIS,WEST,FULTON,171.4,51.4,
2013,ILLINOIS,WEST,HANCOCK,178.5,47.7,56.2
2013,ILLINOIS,WEST,HENDERSON,176.0,51.9,
2013,ILLINOIS,WEST,KNOX,191.0,56.6,63.4
2013,ILLINOIS,WEST,MCDONOUGH,187.8,54.5,
2013,ILLINOIS,WEST,SCHUYLER,169.0,49.8,53.4
2013,ILLINOIS,WEST,WARREN,186.9,54.7,56.9
2013,ILLINOIS,WEST SOUTHWEST,CASS,184.1,52.6,
2013,ILLINOIS,WEST SOUTHWEST,CHRISTIAN,199.8,56.7,
2013,ILLINOIS,WEST SOUTHWEST,GREENE,167.4,49.5,62.0
2013,ILLINOIS,WEST SOUTHWEST,JERSEY,182.9,52.3,67.2
2013,ILLINOIS,WEST SOUTHWEST,MACOUPIN,170.5,49.1,54.2
2013,ILLINOIS,WEST SOUTHWEST,MADISON,164.4,43.2,66.8
2013,ILLINOIS,WEST SOUTHWEST,MONTGOMERY,182.9,50.0,66.1
2013,ILLINOIS,WEST SOUTHWEST,MORGAN,191.2,56.1,60.1
2013,ILLINOIS,WEST SOUTHWEST,PIKE,164.3,45.3,62.3
2013,ILLINOIS,WEST SOUTHWEST,SANGAMON,198.2,57.0,62.0
2013,ILLINOIS,WEST SOUTHWEST,SCOTT,168.2,53.3,62.0
2012,ILLINOIS,CENTRAL,DE WITT,134.4,55.6,
2012,ILLINOIS,CENTRAL,LOGAN,96.5,47.3,66.6
2012,ILLINOIS,CENTRAL,MACON,102.8,44.8,61.9
2012,ILLINOIS,CENTRAL,MARSHALL,123.9,45.0,66.7
2012,ILLINOIS,CENTRAL,MASON,110.2,36.8,49.3
2012,ILLINOIS,CENTRAL,MCLEAN,109.5,52.3,
2012,ILLINOIS,CENTRAL,MENARD,97.4,41.1,
2012,ILLINOIS,CENTRAL,PEORIA,161.9,54.1,63.7
2012,ILLINOIS,CENTRAL,STARK,148.4,51.0,
2012,ILLINOIS,CENTRAL,TAZEWELL,133.4,51.5,
2012,ILLINOIS,CENTRAL,WOODFORD,102.5,46.5,68.3
2012,ILLINOIS,EAST,CHAMPAIGN,108.9,47.1,
2012,ILLINOIS,EAST,FORD,63.9,41.3,86.7
2012,ILLINOIS,EAST,IROQUOIS,105.7,44.7,69.6
2012,ILLINOIS,EAST,KANKAKEE,119.2,43.8,69.3
2012,ILLINOIS,EAST,LIVINGSTON,83.3,41.2,
2012,ILLINOIS,EAST,PIATT,130.8,51.4,
2012,ILLINOIS,EAST,VERMILION,100.1,46.6,83.1
2012,ILLINOIS,EAST SOUTHEAST,CLARK,51.1,38.3,61.8
2012,ILLINOIS,EAST SOUTHEAST,COLES,89.3,44.3,70.0
2012,ILLINOIS,EAST SOUTHEAST,CRAWFORD,34.7,30.2,65.5
2012,ILLINOIS,EAST SOUTHEAST,CUMBERLAND,34.3,43.3,73.2
2012,ILLINOIS,EAST SOUTHEAST,DOUGLAS,99.4,45.5,82.0
2012,ILLINOIS,EAST SOUTHEAST,EDGAR,96.7,38.9,63.8
2012,ILLINOIS,EAST SOUTHEAST,EFFINGHAM,42.9,42.0,
2012,ILLINOIS,EAST SOUTHEAST,FAYETTE,29.3,35.6,
2012,ILLINOIS,EAST SOUTHEAST,JASPER,28.9,39.3,64.6
2012,ILLINOIS,EAST SOUTHEAST,MARION,19.0,27.7,69.8
2012,ILLINOIS,EAST SOUTHEAST,MOULTRIE,115.1,45.5,54.6
2012,ILLINOIS,EAST SOUTHEAST,RICHLAND,26.5,27.0,63.6
