County,Year,NDWI
JEFFERSON,2017,0.000835899
POPE,2017,0.011460644
STARK,2017,0.009921475
SCHUYLER,2017,0.013079003
STEPHENSON,2017,0.012073042
LOGAN,2017,0.002410529
LEE,2017,0.002114927
FAYETTE,2017,0.001653451
LA SALLE,2017,0.003347165
PEORIA,2017,0.01104837
RICHLAND,2017,-0.008005005
WILLIAMSON,2017,0.011606148
IROQUOIS,2017,-0.003690341
KANE,2017,0.006925636
SHELBY,2017,-0.000887045
MONROE,2017,0.007250886
CARROLL,2017,0.013780705
CLAY,2017,-0.008737961
MASSAC,2017,0.005462013
JOHNSON,2017,0.013609217
BROWN,2017,0.012721857
KANKAKEE,2017,-0.003713417
SANGAMON,2017,0.005914472
BOONE,2017,0.006281612
MORGAN,2017,0.005043498
EDWARDS,2017,-0.005054713
WABASH,2017,-0.003040354
WAYNE,2017,-0.005847653
FULTON,2017,0.012284919
WASHINGTON,2017,-0.004390612
MOULTRIE,2017,-0.000438116
TAZEWELL,2017,0.008068671
WARREN,2017,0.012584533
PULASKI,2017,0.004757932
MADISON,2017,0.005965956
MONTGOMERY,2017,-0.001504171
MENARD,2017,0.006876091
HANCOCK,2017,0.008305001
MCLEAN,2017,0.002734633
UNION,2018,0.018318768
MCDONOUGH,2018,0.016059863
WINNEBAGO,2018,0.026490245
MARSHALL,2018,0.01546359
JERSEY,2018,0.006006876
BUREAU,2018,0.018900192
PUTNAM,2018,0.017473008
MASON,2018,0.008345363
OGLE,2018,0.02874998
DU PAGE,2018,0.013063158
LAKE,2018,0.002921853
CASS,2018,0.012855912
LAWRENCE,2018,0.009882767
CHAMPAIGN,2018,0.012294308
FORD,2018,0.011275811
SCOTT,2018,0.007429373
ALEXANDER,2018,0.021175789
CLARK,2018,0.014754186
ROCK ISLAND,2018,0.022950839
HARDIN,2018,0.017843573
CALHOUN,2018,0.014355695
JACKSON,2018,0.016575077
BOND,2018,0.008844027
CRAWFORD,2018,0.006554879
FRANKLIN,2018,0.014070498
PIATT,2018,0.012726583
ST CLAIR,2018,0.006692352
HAMILTON,2018,0.009526834
CUMBERLAND,2018,0.013461882
ADAMS,2018,0.016892509
DE WITT,2018,0.016335084
JO DAVIESS,2018,0.026697212
VERMILION,2018,0.013500117
EFFINGHAM,2018,0.012563564
COOK,2018,0.003606681
PIKE,2018,0.006122884
MARION,2018,0.008280475
KNOX,2018,0.016410089
MCHENRY,2018,0.026842798
HENDERSON,2018,0.021656593
HENRY,2018,0.020706629
GREENE,2018,0.003302932
SALINE,2018,0.010649299
WHITESIDE,2018,0.020740086
DE KALB,2018,0.024314928
WHITE,2018,0.00556341
LIVINGSTON,2018,0.009847812
WOODFORD,2018,0.013673319
MERCER,2018,0.021299958
MACON,2018,0.014460779
KENDALL,2018,0.018277953
CLINTON,2018,0.007933594
GRUNDY,2018,0.015240774
PERRY,2018,0.009439651
JASPER,2018,0.009578389
EDGAR,2018,0.014578842
COLES,2018,0.015499716
GALLATIN,2018,0.009576434
DOUGLAS,2018,0.007215497
RANDOLPH,2018,0.012748476
CHRISTIAN,2018,0.010507798
WILL,2018,0.010848201
MACOUPIN,2018,0.0082795
JEFFERSON,2018,0.01261403
POPE,2018,0.016082712
STARK,2018,0.015274591
SCHUYLER,2018,0.018873579
STEPHENSON,2018,0.027285853
LOGAN,2018,0.007536196
LEE,2018,0.021868159
FAYETTE,2018,0.007363586
LA SALLE,2018,0.018090221
PEORIA,2018,0.018824274
RICHLAND,2018,0.00830268
WILLIAMSON,2018,0.014383738
IROQUOIS,2018,0.007343667
KANE,2018,0.021360498
SHELBY,2018,0.01385734
MONROE,2018,0.011493264
CARROLL,2018,0.027153506
CLAY,2018,0.008175691
MASSAC,2018,0.012318522
JOHNSON,2018,0.016108763
BROWN,2018,0.015118182
KANKAKEE,2018,0.009061697
SANGAMON,2018,0.015011267
BOONE,2018,0.029629363
MORGAN,2018,0.00968138
EDWARDS,2018,0.006141999
WABASH,2018,0.001308519
WAYNE,2018,0.005819418
FULTON,2018,0.018208859
WASHINGTON,2018,0.007496971
MOULTRIE,2018,0.01230873
TAZEWELL,2018,0.012654391
WARREN,2018,0.016568918
PULASKI,2018,0.013218411
MADISON,2018,0.008036497
MONTGOMERY,2018,0.013092222
MENARD,2018,0.013914468
HANCOCK,2018,0.017847404
MCLEAN,2018,0.012329695
UNION,2019,0.009703141
MCDONOUGH,2019,0.010698415
WINNEBAGO,2019,0.02954989
MARSHALL,2019,0.012219437
JERSEY,2019,0.011158087
BUREAU,2019,0.018540239
PUTNAM,2019,0.016256609
MASON,2019,0.010934938
OGLE,2019,0.037337531
DU PAGE,2019,0.015017989
LAKE,2019,0.009240435
CASS,2019,0.009374358
LAWRENCE,2019,0.005366373
CHAMPAIGN,2019,0.010385157
FORD,2019,0.010925194
SCOTT,2019,0.016629889
ALEXANDER,2019,0.013543173
CLARK,2019,0.010305925
ROCK ISLAND,2019,0.022248394
HARDIN,2019,0.011508938
CALHOUN,2019,0.024241555
JACKSON,2019,0.00864196
BOND,2019,0.012271386
CRAWFORD,2019,0.005563977
FRANKLIN,2019,0.00771087
PIATT,2019,0.018123303
ST CLAIR,2019,0.016632575
HAMILTON,2019,0.004687699
CUMBERLAND,2019,0.008804526
ADAMS,2019,0.010476582
DE WITT,2019,0.015241927
JO DAVIESS,2019,0.034615111
VERMILION,2019,0.012235278
EFFINGHAM,2019,0.010772228
COOK,2019,0.014531765
PIKE,2019,0.015106669
MARION,2019,0.009654251
KNOX,2019,0.012056837
MCHENRY,2019,0.025279285
HENDERSON,2019,0.013134848
HENRY,2019,0.015606336
GREENE,2019,0.012182666
SALINE,2019,0.004873188
WHITESIDE,2019,0.023243034
DE KALB,2019,0.024568853
WHITE,2019,-0.000473909
LIVINGSTON,2019,0.007846137
WOODFORD,2019,0.008952805
MERCER,2019,0.018332291
MACON,2019,0.010822479
KENDALL,2019,0.010173167
CLINTON,2019,0.016918357
GRUNDY,2019,0.008892802
PERRY,2019,0.005389159
JASPER,2019,0.010463671
EDGAR,2019,0.00995481
COLES,2019,0.009013637
GALLATIN,2019,0.006645184
DOUGLAS,2019,0.010010825
RANDOLPH,2019,0.010883437
CHRISTIAN,2019,0.009692318
WILL,2019,0.008632672
MACOUPIN,2019,0.006389407
JEFFERSON,2019,0.007634629
POPE,2019,0.010791623
STARK,2019,0.0114317
SCHUYLER,2019,0.008460634
STEPHENSON,2019,0.037615898
LOGAN,2019,0.014714223
LEE,2019,0.022882348
FAYETTE,2019,0.012964751
LA SALLE,2019,0.01409105
PEORIA,2019,0.010638818
RICHLAND,2019,0.004784024
WILLIAMSON,2019,0.008681702
IROQUOIS,2019,0.010086997
KANE,2019,0.018521715
SHELBY,2019,0.008188481
MONROE,2019,0.012024062
CARROLL,2019,0.038743132
CLAY,2019,0.005135431
MASSAC,2019,0.007667972
JOHNSON,2019,0.011073959
BROWN,2019,0.011961503
KANKAKEE,2019,0.008691804
SANGAMON,2019,0.013409762
BOONE,2019,0.030452498
MORGAN,2019,0.016770483
EDWARDS,2019,2.32E-05
WABASH,2019,-0.000408452
WAYNE,2019,0.004299717
FULTON,2019,0.012053945
WASHINGTON,2019,0.010382657
MOULTRIE,2019,0.008770739
TAZEWELL,2019,0.01167801
WARREN,2019,0.011554695
PULASKI,2019,0.008409227
MADISON,2019,0.014795353
MONTGOMERY,2019,0.008496747
MENARD,2019,0.014324551
HANCOCK,2019,0.010437474
MCLEAN,2019,0.014342369
UNION,2020,0.015452327
MCDONOUGH,2020,0.004023032
WINNEBAGO,2020,0.020492525
MARSHALL,2020,0.009399029
JERSEY,2020,0.006820956
BUREAU,2020,0.006974718
PUTNAM,2020,0.014583088
MASON,2020,0.001526179
OGLE,2020,0.016746374
DU PAGE,2020,0.007652159
LAKE,2020,-0.001574309
CASS,2020,0.003029176
LAWRENCE,2020,-0.007872133
CHAMPAIGN,2020,-0.001538137
FORD,2020,-0.001014142
SCOTT,2020,-0.000159078
ALEXANDER,2020,0.016898249
CLARK,2020,-0.006089585
ROCK ISLAND,2020,0.011765967
HARDIN,2020,0.013057258
CALHOUN,2020,0.019792323
JACKSON,2020,0.015752147
BOND,2020,-0.001921325
CRAWFORD,2020,-0.007411798
FRANKLIN,2020,0.005961609
PIATT,2020,-0.005919337
ST CLAIR,2020,0.001949414
HAMILTON,2020,0.001621109
CUMBERLAND,2020,-0.006980676
ADAMS,2020,0.004641475
DE WITT,2020,-0.00375058
JO DAVIESS,2020,0.029179589
VERMILION,2020,-0.000577758
EFFINGHAM,2020,-0.00685379
COOK,2020,0.00115815
PIKE,2020,0.00524486
MARION,2020,-0.001004063
KNOX,2020,0.006132726
MCHENRY,2020,0.011912107
HENDERSON,2020,0.003157609
HENRY,2020,0.00681877
GREENE,2020,0.001920654
SALINE,2020,0.002824927
WHITESIDE,2020,0.008859008
DE KALB,2020,0.010127267
WHITE,2020,-0.00211837
LIVINGSTON,2020,-0.004915775
WOODFORD,2020,0.007648882
MERCER,2020,0.007045529
MACON,2020,-0.006320862
KENDALL,2020,0.001328543
CLINTON,2020,-0.001389319
GRUNDY,2020,-0.000468089
PERRY,2020,0.002347267
JASPER,2020,-0.007732664
EDGAR,2020,-0.005381371
COLES,2020,-0.003787182
GALLATIN,2020,0.001312001
DOUGLAS,2020,-0.00621197
RANDOLPH,2020,0.006371452
CHRISTIAN,2020,-0.008673995
WILL,2020,0.005099749
MACOUPIN,2020,-0.000487784
JEFFERSON,2020,0.000382893
POPE,2020,0.012744625
STARK,2020,0.008544297
SCHUYLER,2020,0.005291956
STEPHENSON,2020,0.03513613
LOGAN,2020,-0.00096896
LEE,2020,0.010927527
FAYETTE,2020,-0.003109857
LA SALLE,2020,0.002347585
PEORIA,2020,0.014178316
RICHLAND,2020,-0.008426263
WILLIAMSON,2020,0.013025407
IROQUOIS,2020,-0.003804868
KANE,2020,0.008948258
SHELBY,2020,-0.009666539
MONROE,2020,0.006436195
CARROLL,2020,0.020785397
CLAY,2020,-0.005656824
MASSAC,2020,0.007530433
JOHNSON,2020,0.013201518
BROWN,2020,0.006302515
KANKAKEE,2020,-0.003134084
SANGAMON,2020,0.001096806
BOONE,2020,0.017911181
MORGAN,2020,0.002380077
EDWARDS,2020,-0.008719344
WABASH,2020,-0.008779642
WAYNE,2020,-0.007079983
FULTON,2020,0.011268708
WASHINGTON,2020,-0.00305234
MOULTRIE,2020,-0.004146903
TAZEWELL,2020,0.008354373
WARREN,2020,0.000600726
PULASKI,2020,0.006786395
MADISON,2020,0.000781356
MONTGOMERY,2020,-0.00445716
MENARD,2020,0.003517145
HANCOCK,2020,0.001060288
MCLEAN,2020,0.001857079
